| Time       | Ticker | Price   | Change |
| 10:23:09 | FTXN | 103.35 | -2 |
| 10:23:10 | WSWK | 97.00 | -1.75 |
| 10:23:11 | WSWK | 96.85 | -0.15 |
| 10:23:12 | DFZW | 97.65 | 0.3 |
| 10:23:13 | FEOW | 106.30 | 0.25 |
| 10:23:14 | NKZR | 101.00 | 1.35 |
| 10:23:15 | NOYU | 82.70 | -1.85 |
| 10:23:16 | VCCT | 104.95 | 0.8 |
| 10:23:17 | DFZW | 98.30 | 0.65 |
| 10:23:18 | UDXC | 92.40 | -0.7 |
| 10:23:19 | SRQH | 106.00 | -0.6 |
| 10:23:20 | OKYG | 97.80 | 0.05 |
| 10:23:21 | FEOW | 104.90 | -1.4 |
| 10:23:22 | SRQH | 105.60 | -0.4 |
| 10:23:23 | FZGB | 103.85 | 1.35 |
| 10:23:24 | ESUL | 91.80 | 1.25 |
| 10:23:25 | YVEU | 103.90 | 0.05 |
| 10:23:26 | PPNT | 111.20 | -1.6 |
| 10:23:27 | PNRE | 103.70 | 1.85 |
| 10:23:28 | KIRR | 106.70 | 0.85 |
| 10:23:29 | OCXM | 103.30 | 2 |
| 10:23:30 | SMNF | 99.85 | -1.1 |
| 10:23:31 | ONKL | 104.40 | 1.35 |
| 10:23:32 | FEOW | 106.15 | 1.25 |
| 10:23:33 | KIRR | 106.95 | 0.25 |
| 10:23:34 | BPRS | 106.45 | 1.85 |
| 10:23:35 | ELEF | 101.25 | -0.1 |
| 10:23:36 | OKYG | 96.70 | -1.1 |
| 10:23:37 | UPWG | 96.90 | -1.55 |
| 10:23:38 | PPNT | 112.45 | 1.25 |
| 10:23:39 | OCXM | 105.15 | 1.85 |
| 10:23:40 | ONKL | 104.85 | 0.45 |
| 10:23:41 | FEOW | 105.00 | -1.15 |
| 10:23:42 | ITSM | 103.00 | -1.2 |
| 10:23:43 | EUHI | 92.45 | 0.8 |
| 10:23:44 | JNPQ | 107.20 | -0.85 |
| 10:23:45 | FMIR | 98.05 | 0.7 |
| 10:23:46 | KIRR | 108.50 | 1.55 |
| 10:23:47 | FTXN | 102.55 | -0.8 |
| 10:23:48 | TXPG | 110.15 | 0.6 |
| 10:23:49 | ITSM | 103.00 | 0 |
| 10:23:50 | SRQH | 106.80 | 1.2 |
| 10:23:51 | VNYN | 111.25 | 0.75 |
| 10:23:52 | LITH | 105.40 | 1.9 |
| 10:23:53 | NKZR | 102.55 | 1.55 |
| 10:23:54 | OKYG | 98.15 | 1.45 |
| 10:23:55 | PNRE | 104.65 | 0.95 |
| 10:23:56 | UDXC | 93.05 | 0.65 |
| 10:23:57 | LITH | 104.50 | -0.9 |
| 10:23:58 | UPWG | 97.85 | 0.95 |
| 10:23:59 | VHUQ | 112.40 | 0.1 |
| 10:24:00 | WSWK | 97.70 | 0.85 |
| 10:24:01 | ZAKY | 106.50 | 0.55 |
| 10:24:02 | UDXC | 93.20 | 0.15 |
| 10:24:03 | PNRE | 104.05 | -0.6 |
| 10:24:04 | PNRE | 105.75 | 1.7 |
| 10:24:05 | ESUL | 91.95 | 0.15 |
| 10:24:06 | DFZW | 97.70 | -0.6 |
| 10:24:07 | BPRS | 108.25 | 1.8 |
| 10:24:08 | EUHI | 92.45 | 0 |
| 10:24:09 | KIRR | 110.00 | 1.5 |
| 10:24:10 | EWRG | 101.75 | 1.65 |
| 10:24:11 | VCCT | 103.05 | -1.9 |
| 10:24:12 | KNBG | 96.80 | 1.3 |
| 10:24:13 | ITSM | 104.35 | 1.35 |
| 10:24:14 | PPNT | 112.80 | 0.35 |
| 10:24:15 | FMIR | 99.60 | 1.55 |
| 10:24:16 | UDXC | 95.00 | 1.8 |
| 10:24:17 | DWSU | 103.00 | -1.65 |
| 10:24:18 | VCCT | 102.50 | -0.55 |
| 10:24:19 | NOYU | 80.95 | -1.75 |
| 10:24:20 | EKFK | 105.35 | 0.3 |
| 10:24:21 | OCXM | 107.00 | 1.85 |
| 10:24:22 | ONKL | 104.45 | -0.4 |
| 10:24:23 | DWSU | 104.65 | 1.65 |
| 10:24:24 | PNRE | 104.65 | -1.1 |
| 10:24:25 | SWEK | 78.10 | 0.75 |
| 10:24:26 | VCCT | 103.60 | 1.1 |
| 10:24:27 | YVEU | 102.25 | -1.65 |
| 10:24:28 | JNPQ | 108.90 | 1.7 |
| 10:24:29 | HJBK | 100.15 | 1 |
| 10:24:30 | UPWG | 95.85 | -2 |
| 10:24:31 | KIRR | 111.30 | 1.3 |
| 10:24:32 | FMIR | 99.80 | 0.2 |
| 10:24:33 | BPRS | 110.15 | 1.9 |
| 10:24:34 | TXPG | 111.35 | 1.2 |
| 10:24:35 | JNPQ | 109.20 | 0.3 |
| 10:24:36 | EWRG | 100.65 | -1.1 |
| 10:24:37 | UPWG | 95.25 | -0.6 |
| 10:24:38 | UPWG | 96.40 | 1.15 |
| 10:24:39 | HJBK | 98.90 | -1.25 |
| 10:24:40 | SRQH | 108.20 | 1.4 |
| 10:24:41 | SWEK | 79.40 | 1.3 |
| 10:24:42 | NKZR | 104.35 | 1.8 |
| 10:24:43 | LITH | 103.85 | -0.65 |
| 10:24:44 | ONKL | 104.70 | 0.25 |
| 10:24:45 | VCCT | 104.35 | 0.75 |
| 10:24:46 | FTXN | 102.25 | -0.3 |
| 10:24:47 | NOYU | 82.95 | 2 |
| 10:24:48 | VMMY | 109.75 | 0.95 |
| 10:24:49 | SRQH | 109.95 | 1.75 |
| 10:24:50 | WSWK | 99.00 | 1.3 |
| 10:24:51 | EUHI | 90.70 | -1.75 |
| 10:24:52 | FTXN | 103.75 | 1.5 |
| 10:24:53 | JNPQ | 108.15 | -1.05 |
| 10:24:54 | PPNT | 113.45 | 0.65 |
| 10:24:55 | ZAKY | 105.20 | -1.3 |
| 10:24:56 | ONKL | 104.55 | -0.15 |
| 10:24:57 | ONKL | 104.25 | -0.3 |
| 10:24:58 | ESUL | 90.20 | -1.75 |
| 10:24:59 | UDXC | 93.60 | -1.4 |
| 10:25:00 | ELEF | 101.95 | 0.7 |
| 10:25:01 | JNPQ | 108.85 | 0.7 |
| 10:25:02 | KNBG | 97.75 | 0.95 |
| 10:25:03 | JXLH | 101.15 | 1.9 |
| 10:25:04 | FTXN | 104.60 | 0.85 |
| 10:25:05 | WSWK | 100.55 | 1.55 |
| 10:25:06 | PPNT | 111.55 | -1.9 |
| 10:25:07 | FZGB | 104.05 | 0.2 |
| 10:25:08 | EKFK | 103.60 | -1.75 |
| 10:25:09 | FZGB | 104.15 | 0.1 |
| 10:25:10 | FZGB | 102.45 | -1.7 |
| 10:25:11 | JXLH | 102.85 | 1.7 |
| 10:25:12 | SMNF | 98.45 | -1.4 |
| 10:25:13 | PKAY | 102.95 | 0.45 |
| 10:25:14 | NOYU | 81.90 | -1.05 |
| 10:25:15 | ESUL | 91.80 | 1.6 |
| 10:25:16 | EUHI | 88.95 | -1.75 |
| 10:25:17 | FEOW | 106.95 | 1.95 |
| 10:25:18 | ESUL | 92.70 | 0.9 |
| 10:25:19 | BPRS | 111.40 | 1.25 |
| 10:25:20 | ITSM | 105.80 | 1.45 |
| 10:25:21 | YVEU | 101.30 | -0.95 |
| 10:25:22 | NKZR | 105.50 | 1.15 |
| 10:25:23 | TXPG | 111.85 | 0.5 |
| 10:25:24 | UPUU | 100.35 | -1.25 |
| 10:25:25 | UPUU | 101.10 | 0.75 |
| 10:25:26 | VNYN | 112.75 | 1.5 |
| 10:25:27 | JXLH | 103.85 | 1 |
| 10:25:28 | UDXC | 91.95 | -1.65 |
| 10:25:29 | LITH | 105.05 | 1.2 |
| 10:25:30 | OKYG | 99.25 | 1.1 |
| 10:25:31 | HJBK | 97.35 | -1.55 |
| 10:25:32 | UPWG | 97.15 | 0.75 |
| 10:25:33 | PNRE | 105.00 | 0.35 |
| 10:25:34 | JXLH | 105.85 | 2 |
| 10:25:35 | VHUQ | 113.40 | 1 |
| 10:25:36 | FTXN | 106.05 | 1.45 |
| 10:25:37 | NKZR | 105.95 | 0.45 |
| 10:25:38 | VCCT | 105.20 | 0.85 |
| 10:25:39 | SWEK | 81.05 | 1.65 |
| 10:25:40 | PPNT | 112.65 | 1.1 |
| 10:25:41 | PKAY | 103.10 | 0.15 |
| 10:25:42 | KNBG | 96.30 | -1.45 |
| 10:25:43 | EUHI | 90.70 | 1.75 |
| 10:25:44 | TXPG | 112.75 | 0.9 |
| 10:25:45 | NOYU | 80.55 | -1.35 |
| 10:25:46 | FEOW | 107.65 | 0.7 |
| 10:25:47 | KNBG | 95.25 | -1.05 |
| 10:25:48 | FZGB | 102.80 | 0.35 |
| 10:25:49 | JNPQ | 110.65 | 1.8 |
| 10:25:50 | VHUQ | 114.85 | 1.45 |
| 10:25:51 | ONKL | 106.00 | 1.75 |
| 10:25:52 | ESUL | 91.35 | -1.35 |
| 10:25:53 | YVEU | 103.00 | 1.7 |
| 10:25:54 | BPRS | 112.25 | 0.85 |
| 10:25:55 | LITH | 106.05 | 1 |
| 10:25:56 | BPRS | 112.40 | 0.15 |
| 10:25:57 | FZGB | 103.90 | 1.1 |
| 10:25:58 | DWSU | 104.45 | -0.2 |
| 10:25:59 | OKYG | 99.10 | -0.15 |
| 10:26:00 | SMNF | 97.40 | -1.05 |
| 10:26:01 | FZGB | 104.70 | 0.8 |
| 10:26:02 | UPWG | 95.30 | -1.85 |
| 10:26:03 | UPUU | 101.40 | 0.3 |
| 10:26:04 | FTXN | 105.10 | -0.95 |
| 10:26:05 | ITSM | 106.60 | 0.8 |
| 10:26:06 | ESUL | 90.55 | -0.8 |
| 10:26:07 | EUHI | 92.45 | 1.75 |
| 10:26:08 | KIRR | 109.45 | -1.85 |
| 10:26:09 | HJBK | 99.00 | 1.65 |
| 10:26:10 | WSWK | 100.85 | 0.3 |
| 10:26:11 | BPRS | 112.50 | 0.1 |
| 10:26:12 | SMNF | 96.95 | -0.45 |
| 10:26:13 | YVEU | 104.90 | 1.9 |
| 10:26:14 | NOYU | 80.20 | -0.35 |
| 10:26:15 | ELEF | 103.35 | 1.4 |
| 10:26:16 | SRQH | 111.10 | 1.15 |
| 10:26:17 | BPRS | 113.60 | 1.1 |
| 10:26:18 | EWRG | 101.55 | 0.9 |
| 10:26:19 | EKFK | 103.70 | 0.1 |
| 10:26:20 | VNYN | 114.45 | 1.7 |
| 10:26:21 | FEOW | 109.60 | 1.95 |
| 10:26:22 | ITSM | 105.15 | -1.45 |
| 10:26:23 | JNPQ | 109.95 | -0.7 |
| 10:26:24 | EUHI | 90.55 | -1.9 |
| 10:26:25 | FZGB | 104.80 | 0.1 |
| 10:26:26 | EWRG | 103.35 | 1.8 |
| 10:26:27 | VHUQ | 114.75 | -0.1 |
| 10:26:28 | VNYN | 114.30 | -0.15 |
| 10:26:29 | LITH | 106.50 | 0.45 |
| 10:26:30 | HJBK | 99.90 | 0.9 |
| 10:26:31 | VHUQ | 113.30 | -1.45 |
| 10:26:32 | SMNF | 97.70 | 0.75 |
| 10:26:33 | ESUL | 91.30 | 0.75 |
| 10:26:34 | EUHI | 91.90 | 1.35 |
| 10:26:35 | EWRG | 104.75 | 1.4 |
| 10:26:36 | UPUU | 103.05 | 1.65 |
| 10:26:37 | LITH | 105.25 | -1.25 |
| 10:26:38 | KIRR | 109.80 | 0.35 |
| 10:26:39 | ELEF | 101.35 | -2 |
| 10:26:40 | EWRG | 105.05 | 0.3 |
| 10:26:41 | SWEK | 81.15 | 0.1 |
| 10:26:42 | KIRR | 110.45 | 0.65 |
| 10:26:43 | SWEK | 79.50 | -1.65 |
| 10:26:44 | FMIR | 101.40 | 1.6 |
| 10:26:45 | ZAKY | 105.70 | 0.5 |
| 10:26:46 | VMMY | 110.95 | 1.2 |
| 10:26:47 | EUHI | 91.25 | -0.65 |
| 10:26:48 | OKYG | 97.35 | -1.75 |
| 10:26:49 | SWEK | 78.70 | -0.8 |
| 10:26:50 | BPRS | 114.80 | 1.2 |
| 10:26:51 | ZAKY | 107.10 | 1.4 |
| 10:26:52 | OKYG | 98.35 | 1 |
| 10:26:53 | NOYU | 81.65 | 1.45 |
| 10:26:54 | SWEK | 80.65 | 1.95 |
| 10:26:55 | FZGB | 106.75 | 1.95 |
| 10:26:56 | KNBG | 95.00 | -0.25 |
| 10:26:57 | TXPG | 112.30 | -0.45 |
| 10:26:58 | FZGB | 107.35 | 0.6 |
| 10:26:59 | ELEF | 102.10 | 0.75 |
| 10:27:00 | NKZR | 104.25 | -1.7 |
| 10:27:01 | LITH | 106.75 | 1.5 |
| 10:27:02 | JXLH | 106.70 | 0.85 |
| 10:27:03 | UDXC | 92.15 | 0.2 |
| 10:27:04 | VHUQ | 114.05 | 0.75 |
| 10:27:05 | FTXN | 103.75 | -1.35 |
| 10:27:06 | UPWG | 94.10 | -1.2 |
| 10:27:07 | UPWG | 95.20 | 1.1 |
| 10:27:08 | FTXN | 105.45 | 1.7 |
| 10:27:09 | ELEF | 104.05 | 1.95 |
| 10:27:10 | OCXM | 108.80 | 1.8 |
| 10:27:11 | YVEU | 105.75 | 0.85 |
| 10:27:12 | PKAY | 105.05 | 1.95 |
| 10:27:13 | DFZW | 97.70 | 0 |
| 10:27:14 | UPUU | 102.40 | -0.65 |
| 10:27:15 | JXLH | 107.35 | 0.65 |
| 10:27:16 | SMNF | 96.30 | -1.4 |
| 10:27:17 | NOYU | 81.75 | 0.1 |
| 10:27:18 | EKFK | 102.55 | -1.15 |
| 10:27:19 | JXLH | 105.45 | -1.9 |
| 10:27:20 | VNYN | 115.75 | 1.45 |
| 10:27:21 | LITH | 107.35 | 0.6 |
| 10:27:22 | PKAY | 106.55 | 1.5 |
| 10:27:23 | UPUU | 103.70 | 1.3 |
| 10:27:24 | UPWG | 94.05 | -1.15 |
| 10:27:25 | JXLH | 106.00 | 0.55 |
| 10:27:26 | UDXC | 93.90 | 1.75 |
| 10:27:27 | LITH | 106.10 | -1.25 |
| 10:27:28 | SWEK | 81.70 | 1.05 |
| 10:27:29 | DWSU | 104.10 | -0.35 |
| 10:27:30 | VNYN | 115.00 | -0.75 |
| 10:27:31 | FZGB | 108.45 | 1.1 |
| 10:27:32 | FEOW | 109.35 | -0.25 |
| 10:27:33 | FZGB | 108.95 | 0.5 |
| 10:27:34 | EUHI | 93.25 | 2 |
| 10:27:35 | VHUQ | 113.30 | -0.75 |
| 10:27:36 | ITSM | 104.65 | -0.5 |
| 10:27:37 | KIRR | 109.75 | -0.7 |
| 10:27:38 | UPUU | 103.20 | -0.5 |
| 10:27:39 | FTXN | 105.90 | 0.45 |
| 10:27:40 | FMIR | 99.40 | -2 |
| 10:27:41 | VCCT | 105.30 | 0.1 |
| 10:27:42 | VNYN | 113.60 | -1.4 |
| 10:27:43 | ZAKY | 107.90 | 0.8 |
| 10:27:44 | FZGB | 109.35 | 0.4 |
| 10:27:45 | YVEU | 104.05 | -1.7 |
| 10:27:46 | WSWK | 102.15 | 1.3 |
| 10:27:47 | DFZW | 96.65 | -1.05 |
| 10:27:48 | OKYG | 98.35 | 0 |
| 10:27:49 | VHUQ | 113.30 | 0 |
| 10:27:50 | BPRS | 115.15 | 0.35 |
| 10:27:51 | FEOW | 109.85 | 0.5 |
| 10:27:52 | KNBG | 96.45 | 1.45 |
| 10:27:53 | ESUL | 92.45 | 1.15 |
| 10:27:54 | EWRG | 104.25 | -0.8 |
| 10:27:55 | ESUL | 90.85 | -1.6 |
| 10:27:56 | ONKL | 107.10 | 1.1 |
| 10:27:57 | KIRR | 111.45 | 1.7 |
| 10:27:58 | DWSU | 106.00 | 1.9 |
| 10:27:59 | SWEK | 81.60 | -0.1 |
| 10:28:00 | LITH | 105.65 | -0.45 |
| 10:28:01 | OKYG | 99.55 | 1.2 |
| 10:28:02 | LITH | 106.60 | 0.95 |
| 10:28:03 | NOYU | 82.85 | 1.1 |
| 10:28:04 | EWRG | 103.55 | -0.7 |
| 10:28:05 | JNPQ | 111.65 | 1.7 |
| 10:28:06 | FTXN | 107.75 | 1.85 |
| 10:28:07 | NOYU | 83.35 | 0.5 |
| 10:28:08 | SWEK | 81.85 | 0.25 |
| 10:28:09 | FZGB | 108.65 | -0.7 |
| 10:28:10 | ZAKY | 109.75 | 1.85 |
| 10:28:11 | OCXM | 110.80 | 2 |
| 10:28:12 | VHUQ | 113.40 | 0.1 |
| 10:28:13 | UDXC | 94.55 | 0.65 |
| 10:28:14 | EKFK | 102.80 | 0.25 |
| 10:28:15 | EUHI | 93.95 | 0.7 |
| 10:28:16 | OCXM | 110.55 | -0.25 |
| 10:28:17 | EKFK | 104.20 | 1.4 |
| 10:28:18 | ELEF | 104.60 | 0.55 |
| 10:28:19 | ESUL | 92.25 | 1.4 |
| 10:28:20 | ITSM | 105.10 | 0.45 |
| 10:28:21 | OCXM | 110.50 | -0.05 |
| 10:28:22 | DFZW | 95.60 | -1.05 |
| 10:28:23 | FEOW | 111.30 | 1.45 |
| 10:28:24 | BPRS | 116.85 | 1.7 |
| 10:28:25 | UPWG | 93.05 | -1 |
| 10:28:26 | ONKL | 107.85 | 0.75 |
| 10:28:27 | VNYN | 115.35 | 1.75 |
| 10:28:28 | FZGB | 108.05 | -0.6 |
| 10:28:29 | ONKL | 109.55 | 1.7 |
| 10:28:30 | DFZW | 94.20 | -1.4 |
| 10:28:31 | OKYG | 100.95 | 1.4 |
| 10:28:32 | VMMY | 112.80 | 1.85 |
| 10:28:33 | FZGB | 108.00 | -0.05 |
| 10:28:34 | FMIR | 99.70 | 0.3 |
| 10:28:35 | ITSM | 104.55 | -0.55 |
| 10:28:36 | HJBK | 99.25 | -0.65 |
| 10:28:37 | UPWG | 92.85 | -0.2 |
| 10:28:38 | OKYG | 101.65 | 0.7 |
| 10:28:39 | PPNT | 112.55 | -0.1 |
| 10:28:40 | EUHI | 92.65 | -1.3 |
| 10:28:41 | VNYN | 114.95 | -0.4 |
| 10:28:42 | VMMY | 113.80 | 1 |
| 10:28:43 | SMNF | 96.15 | -0.15 |
| 10:28:44 | PNRE | 103.15 | -1.85 |
| 10:28:45 | LITH | 107.55 | 0.95 |
| 10:28:46 | LITH | 106.50 | -1.05 |
| 10:28:47 | TXPG | 113.50 | 1.2 |
| 10:28:48 | FTXN | 108.75 | 1 |
| 10:28:49 | ESUL | 90.65 | -1.6 |
| 10:28:50 | EUHI | 92.05 | -0.6 |
| 10:28:51 | VHUQ | 114.50 | 1.1 |
| 10:28:52 | VHUQ | 116.30 | 1.8 |
| 10:28:53 | SWEK | 80.45 | -1.4 |
| 10:28:54 | ESUL | 92.20 | 1.55 |
| 10:28:55 | KNBG | 98.00 | 1.55 |
| 10:28:56 | HJBK | 99.60 | 0.35 |
| 10:28:57 | FTXN | 108.45 | -0.3 |
| 10:28:58 | OCXM | 112.00 | 1.5 |
| 10:28:59 | SWEK | 81.40 | 0.95 |
| 10:29:00 | EKFK | 105.05 | 0.85 |
| 10:29:01 | ONKL | 109.45 | -0.1 |
| 10:29:02 | NKZR | 106.00 | 1.75 |
| 10:29:03 | TXPG | 113.55 | 0.05 |
| 10:29:04 | FTXN | 110.05 | 1.6 |
| 10:29:05 | SWEK | 80.25 | -1.15 |
| 10:29:06 | TXPG | 113.00 | -0.55 |
| 10:29:07 | VHUQ | 114.75 | -1.55 |
| 10:29:08 | ONKL | 108.65 | -0.8 |
| 10:29:09 | FEOW | 112.35 | 1.05 |
| 10:29:10 | VCCT | 105.55 | 0.25 |
| 10:29:11 | ESUL | 93.50 | 1.3 |
| 10:29:12 | VMMY | 113.35 | -0.45 |
| 10:29:13 | SMNF | 95.75 | -0.4 |
| 10:29:14 | ONKL | 107.40 | -1.25 |
| 10:29:15 | SRQH | 113.00 | 1.9 |
| 10:29:16 | SMNF | 94.75 | -1 |
| 10:29:17 | FZGB | 107.80 | -0.2 |
| 10:29:18 | VCCT | 105.90 | 0.35 |
| 10:29:19 | FTXN | 111.65 | 1.6 |
| 10:29:20 | VHUQ | 115.90 | 1.15 |
| 10:29:21 | KIRR | 112.90 | 1.45 |
| 10:29:22 | FEOW | 113.10 | 0.75 |
| 10:29:23 | VMMY | 115.05 | 1.7 |
| 10:29:24 | BPRS | 115.05 | -1.8 |
| 10:29:25 | VMMY | 116.10 | 1.05 |
| 10:29:26 | YVEU | 102.60 | -1.45 |
| 10:29:27 | VMMY | 116.55 | 0.45 |
| 10:29:28 | ELEF | 104.95 | 0.35 |
| 10:29:29 | TXPG | 114.25 | 1.25 |
| 10:29:30 | KIRR | 112.35 | -0.55 |
| 10:29:31 | FEOW | 114.15 | 1.05 |
| 10:29:32 | DFZW | 94.60 | 0.4 |
| 10:29:33 | LITH | 107.30 | 0.8 |
| 10:29:34 | VMMY | 117.65 | 1.1 |
| 10:29:35 | UDXC | 96.20 | 1.65 |
| 10:29:36 | VHUQ | 117.35 | 1.45 |
| 10:29:37 | EWRG | 104.05 | 0.5 |
| 10:29:38 | UPWG | 93.05 | 0.2 |
| 10:29:39 | KIRR | 112.25 | -0.1 |
| 10:29:40 | JXLH | 106.25 | 0.25 |
| 10:29:41 | PPNT | 113.60 | 1.05 |
| 10:29:42 | BPRS | 114.90 | -0.15 |
| 10:29:43 | OKYG | 102.00 | 0.35 |
| 10:29:44 | ELEF | 105.30 | 0.35 |
| 10:29:45 | UDXC | 97.65 | 1.45 |
| 10:29:46 | FTXN | 110.75 | -0.9 |
| 10:29:47 | JXLH | 107.45 | 1.2 |
| 10:29:48 | VMMY | 119.00 | 1.35 |
| 10:29:49 | SMNF | 95.40 | 0.65 |
| 10:29:50 | NOYU | 83.55 | 0.2 |
| 10:29:51 | OCXM | 112.35 | 0.35 |
| 10:29:52 | KNBG | 97.25 | -0.75 |
| 10:29:53 | KNBG | 99.15 | 1.9 |
| 10:29:54 | PPNT | 111.60 | -2 |
| 10:29:55 | EUHI | 92.65 | 0.6 |
| 10:29:56 | SRQH | 113.15 | 0.15 |
| 10:29:57 | KNBG | 98.85 | -0.3 |
| 10:29:58 | VHUQ | 117.15 | -0.2 |
| 10:29:59 | WSWK | 100.80 | -1.35 |
| 10:30:00 | SWEK | 81.55 | 1.3 |
| 10:30:01 | VCCT | 104.55 | -1.35 |
| 10:30:02 | JXLH | 106.20 | -1.25 |
| 10:30:03 | VCCT | 104.40 | -0.15 |
| 10:30:04 | VNYN | 115.75 | 0.8 |
| 10:30:05 | NKZR | 105.35 | -0.65 |
| 10:30:06 | VCCT | 105.65 | 1.25 |
| 10:30:07 | ITSM | 104.25 | -0.3 |
| 10:30:08 | HJBK | 98.60 | -1 |
| 10:30:09 | DFZW | 93.70 | -0.9 |
| 10:30:10 | ZAKY | 109.20 | -0.55 |
| 10:30:11 | ITSM | 104.30 | 0.05 |
| 10:30:12 | UDXC | 98.45 | 0.8 |
| 10:30:13 | PKAY | 105.15 | -1.4 |
| 10:30:14 | FTXN | 112.65 | 1.9 |
| 10:30:15 | UDXC | 98.15 | -0.3 |
| 10:30:16 | PPNT | 111.50 | -0.1 |
| 10:30:17 | OCXM | 114.30 | 1.95 |
| 10:30:18 | ELEF | 107.25 | 1.95 |
| 10:30:19 | UDXC | 98.85 | 0.7 |
| 10:30:20 | UDXC | 99.75 | 0.9 |
| 10:30:21 | PPNT | 113.30 | 1.8 |
| 10:30:22 | YVEU | 103.65 | 1.05 |
| 10:30:23 | ONKL | 105.70 | -1.7 |
| 10:30:24 | EKFK | 105.20 | 0.15 |
| 10:30:25 | UDXC | 99.95 | 0.2 |
| 10:30:26 | PKAY | 104.40 | -0.75 |
| 10:30:27 | OKYG | 100.50 | -1.5 |
| 10:30:28 | UPUU | 104.00 | 0.8 |
| 10:30:29 | OKYG | 101.55 | 1.05 |
| 10:30:30 | EUHI | 90.95 | -1.7 |
| 10:30:31 | UPWG | 92.40 | -0.65 |
| 10:30:32 | UPWG | 91.30 | -1.1 |
| 10:30:33 | HJBK | 98.65 | 0.05 |
| 10:30:34 | ESUL | 95.35 | 1.85 |
| 10:30:35 | VMMY | 120.15 | 1.15 |
| 10:30:36 | FMIR | 100.40 | 0.7 |
| 10:30:37 | EWRG | 104.50 | 0.45 |
| 10:30:38 | ELEF | 109.25 | 2 |
| 10:30:39 | KIRR | 110.75 | -1.5 |
| 10:30:40 | NOYU | 84.50 | 0.95 |
| 10:30:41 | ZAKY | 109.30 | 0.1 |
| 10:30:42 | SWEK | 82.00 | 0.45 |
| 10:30:43 | DWSU | 105.65 | -0.35 |
| 10:30:44 | FZGB | 108.85 | 1.05 |
| 10:30:45 | VMMY | 120.35 | 0.2 |
| 10:30:46 | NOYU | 84.40 | -0.1 |
| 10:30:47 | PPNT | 115.15 | 1.85 |
| 10:30:48 | BPRS | 116.15 | 1.25 |
| 10:30:49 | DWSU | 103.85 | -1.8 |
| 10:30:50 | UDXC | 101.60 | 1.65 |
| 10:30:51 | EWRG | 102.95 | -1.55 |
| 10:30:52 | BPRS | 117.20 | 1.05 |
| 10:30:53 | EUHI | 92.90 | 1.95 |
| 10:30:54 | PPNT | 115.50 | 0.35 |
| 10:30:55 | VNYN | 116.45 | 0.7 |
| 10:30:56 | SMNF | 95.75 | 0.35 |
| 10:30:57 | LITH | 108.20 | 0.9 |
| 10:30:58 | FZGB | 108.30 | -0.55 |
| 10:30:59 | KNBG | 97.35 | -1.5 |
| 10:31:00 | EKFK | 106.10 | 0.9 |
| 10:31:01 | UDXC | 101.05 | -0.55 |
| 10:31:02 | PNRE | 104.15 | 1 |
| 10:31:03 | UPWG | 92.25 | 0.95 |
| 10:31:04 | HJBK | 100.65 | 2 |
| 10:31:05 | WSWK | 100.90 | 0.1 |
| 10:31:06 | FEOW | 113.10 | -1.05 |
| 10:31:07 | NKZR | 106.15 | 0.8 |
| 10:31:08 | BPRS | 116.10 | -1.1 |
| 10:31:09 | ITSM | 103.65 | -0.65 |
| 10:31:10 | PPNT | 116.60 | 1.1 |
| 10:31:11 | NKZR | 105.85 | -0.3 |
| 10:31:12 | UPWG | 93.80 | 1.55 |
| 10:31:13 | KIRR | 111.40 | 0.65 |
| 10:31:14 | BPRS | 117.70 | 1.6 |
| 10:31:15 | UPUU | 103.35 | -0.65 |
| 10:31:16 | UDXC | 102.45 | 1.4 |
| 10:31:17 | PPNT | 117.65 | 1.05 |
| 10:31:18 | VHUQ | 118.60 | 1.45 |
| 10:31:19 | UPUU | 104.35 | 1 |
| 10:31:20 | LITH | 108.85 | 0.65 |
| 10:31:21 | BPRS | 118.50 | 0.8 |
| 10:31:22 | ELEF | 110.00 | 0.75 |
| 10:31:23 | ELEF | 109.80 | -0.2 |
| 10:31:24 | FTXN | 110.90 | -1.75 |
| 10:31:25 | OCXM | 116.30 | 2 |
| 10:31:26 | VNYN | 115.15 | -1.3 |
| 10:31:27 | ZAKY | 108.15 | -1.15 |
| 10:31:28 | EWRG | 103.00 | 0.05 |
| 10:31:29 | LITH | 109.35 | 0.5 |
| 10:31:30 | KNBG | 99.10 | 1.75 |
| 10:31:31 | ZAKY | 109.75 | 1.6 |
| 10:31:32 | UPWG | 93.40 | -0.4 |
| 10:31:33 | OKYG | 103.35 | 1.8 |
| 10:31:34 | KNBG | 97.65 | -1.45 |
| 10:31:35 | VCCT | 106.05 | 0.4 |
| 10:31:36 | OKYG | 104.35 | 1 |
| 10:31:37 | SMNF | 96.15 | 0.4 |
| 10:31:38 | EKFK | 104.15 | -1.95 |
| 10:31:39 | ONKL | 107.20 | 1.5 |
| 10:31:40 | FMIR | 101.50 | 1.1 |
| 10:31:41 | ONKL | 108.65 | 1.45 |
| 10:31:42 | BPRS | 120.50 | 2 |
| 10:31:43 | VMMY | 122.00 | 1.65 |
| 10:31:44 | JNPQ | 111.60 | -0.05 |
| 10:31:45 | FTXN | 109.05 | -1.85 |
| 10:31:46 | ZAKY | 109.70 | -0.05 |
| 10:31:47 | WSWK | 99.30 | -1.6 |
